nei'rong,6636 内容,6636;
qu'duan,33 区段,33;
shi'ducongjin,8 适度从紧,8;
zhong'guohuo,5 中国货,5;
tai'zi,192 台资,129;台子,29;太子,34;
jianshi,21 捡拾,21;
wei'wen'bin,5 魏文斌,5;
di'zhen,3020 地震,3014;敌阵,6;
mao'sui,5 毛遂,5;
mei'sheng,6 美声,6;
wang'hai'yang,20 王海洋,20;
cai'kuai,18 财会,18;
jia'juan,9 家眷,9;
mian'qiang,110 勉强,110;
huo'shan'hui,7 火山灰,7;
bo'kai,22 拨开,22;
huang'pei'zhao,83 黄培昭,83;
yu'su'ze'bu'da,13 欲速则不达,13;
lei'yan,14 泪眼,14;
nan'jia'zhou,20 南加州,20;
zhi'hui'ruo'ding,5 指挥若定,5;
nei'shen,9 内审,9;
le'shi,9 乐事,9;
yuan'luo,128 院落,128;
long'tang'zhen,5 龙塘镇,5;
he'li'he'fa,27 合理合法,27;
zong'er'yan'zhi,14 总而言之,14;
xiao'chuan'bing,7 哮喘病,7;
jing'hai,8 静海,8;
ni'jiang,48 泥浆,48;
quanfeng'bi,16 全封闭,16;
xin'hua'cun,6 新华村,6;
wenzongyin,12 温宗胤,12;
jing'chang'xing,330 经常性,330;
zhuo'jin'jian'zhou,72 捉襟见肘,72;
wuluzhen,5 吴禄贞,5;
bai'shansong,10 白山松,10;
ting'ju'ji,30 厅局级,30;
za'cao,54 杂草,54;
tie'bu,27 贴补,27;
san'sibai,39 三四百,39;
duanlin'xi,8 段林希,8;
chen'zhuo,108 沉着,108;
zao'yu'zhan,9 遭遇战,9;
qian'dao,17 签到,17;
yu'qing,45 吁请,10;余庆,6;于青,29;
liang'tou,19 两头,19;
zu'qu,5 组曲,5;
nao'jin,40 脑筋,40;
jian'ku'pu'su,26 艰苦朴素,26;
guan'guan,14 管管,14;
xie'zhu,801 协助,801;
jiu'ye,8361 就业,8361;
dong'ming'zhu,7 董明珠,7;
jiu'xi,17 酒席,17;
jiao'yuke,31 教育课,31;
qingui'di,9 秦贵弟,9;
wu'pan,54 误判,54;
wei'wei'dao'lai,51 娓娓道来,51;
lin'feng'mian,42 林风眠,42;
zu'qi,9 租期,9;
he'ji'qing,9 何继青,9;
qian'dai,12 钱袋,12;
hu'li'feng,5 胡立峰,5;
bai'xing'jia,49 百姓家,49;
jiu'xu,34 就绪,34;
bei'dui'bei,7 背对背,7;
shatu,5 沙图,5;
lixia,8 黎侠,8;
li'xin'wei,14 李新伟,14;
jiaokesuo,11 教科所,11;
shuai'shouzhang'gui,5 甩手掌柜,5;
jujian,6 剧减,6;
tan'ming,131 谭明,5;探明,126;
xiaoxiu,7 小修,7;
jiu'yi,505 就医,455;久已,5;就义,45;
zhu'weiqin,10 朱维勤,10;
wai'guo'yu,75 外国语,75;
zongshe,43 总社,43;
zuyin,21 足音,21;
wan'chunsheng,9 万春生,9;
jing'bing'jian'zheng,18 精兵简政,18;
bu'mai'zhang,39 不买账,39;
chu'bei,1369 储备,1369;
sang'sheng,65 丧生,65;
shou'piao'yuan,31 售票员,31;
fang'zhi'chang,16 纺织厂,16;
shi'jia'mou'ni,6 释迦牟尼,6;
gang'jin,167 钢筋,167;
qin'niao,5 禽鸟,5;
yun'shuchuan,23 运输船,23;
xiao'fang'che,54 消防车,54;
jing'gang,38 井冈,38;
zhai'men,8 宅门,8;
hui'yuan,546 会员,546;
fei'jin,55 费劲,25;费尽,30;
guan'lisi,28 管理司,28;
miao'yao,6 妙药,6;
ya'taijing'ji,78 亚太经济,78;
wan'qu,54 弯曲,54;
sheng'zhi'yi'fa,22 绳之以法,22;
ban'deng,123 板凳,123;
ren'qiang,5 人墙,5;
xiao'luo,15 小罗,15;
fei'jiu,204 废旧,204;
laogeng,10 老耿,10;
fang'nu,29 房奴,29;
jian'yuju,5 监狱局,5;
fei'jia,10 飞架,10;
bao'gong,33 包公,26;包工,7;
gao'cai'sheng,13 高材生,13;
jiao'xueban,14 教学班,14;
he'ge'lv,114 合格率,114;
ju'shi,1466 居室,33;据实,23;举世,55;巨石,54;句式,12;局势,1289;
ren'cuo,5 认错,5;
lei'yang,6 耒阳,6;
xian'suo,339 线索,339;
fu'zhu'dong'liu,9 付诸东流,9;
fei'jie,27 费解,27;
wu'you'wu'lv,14 无忧无虑,14;
youmengjun,6 尤猛军,6;
huo'tui,18 火腿,18;
qian'cai,53 钱财,53;
ge'er'mu,51 格尔木,51;
li'bao'guo,5 李保国,5;
wangshijin,5 王世金,5;
du'jia'tai,5 杜家台,5;
ren'ze'min,5 任泽民,5;
li'yonghao,6 李勇浩,6;
cheng'li'ren,205 城里人,205;
fang'mu,99 放牧,99;
huo'tuo,7 活脱,7;
hang'yexing,50 行业性,50;
zan'lia,6 咱俩,6;
yi'ding'zhi'gui,6 一定之规,6;
shen'gen'qu,17 申根区,17;
wan'qi,117 晚期,117;
zhan'douxing,7 战斗性,7;
ying'xiao'bu,7 营销部,7;
lin'jian'hua,9 林建华,9;
zhe'yang,11829 遮阳,21;这样,11808;
ben'fang,71 奔放,71;
ji'wan,163 几万,163;
ganzhan'xiang,6 甘占祥,6;
yiqi,12 忆起,12;
zheng'zhi'xing,58 政治性,58;
shan'xue'gang,14 单学刚,14;
man'zhou,22 满洲,22;
baiqiang,21 白墙,21;
duo'mian'shou,17 多面手,17;
pai'tou,12 排头,7;派头,5;
zhong'ceng,115 中层,115;
guang'gao'ci,12 广告词,12;
shi'yue'ge'ming,69 十月革命,69;
da'zang,5 大藏,5;
hui'pai,8 会派,8;
deng'pu'fang,28 邓朴方,28;
ge'shi'hua,7 格式化,7;
ru'xian,12 乳腺,12;
huai'zhong,18 怀中,18;
ban'bao,39 板报,17;办报,22;
tiao'bing'qian'jiang,7 调兵遣将,7;
ban'ban,38 斑斑,38;
yuanshan,22 远山,22;
sou'gua,5 搜刮,5;
hupengyin,5 呼朋引,5;
jin'suoji,14 金锁记,14;
ban'bai,11 斑白,11;
meng'haiying,17 孟海鹰,17;
chou'jue,10 丑角,10;
yang'lao'yuan,86 养老院,86;
yisu,16 易俗,16;
duan'chu,12 短处,12;
ma'la'wei,19 马拉维,19;
bian'zhong,18 编钟,9;变种,9;
wan'ru,74 宛如,74;
zi'zai,79 自在,79;
zao'chan,6 早产,6;
yisi,12 易斯,7;易丝,5;
fang'ke,184 房客,22;方可,162;
wu'li'xue,63 物理学,63;
ya'liang,11 雅量,11;
mao'tou,69 矛头,61;毛头,8;
wan'xiao,60 玩笑,60;
beng'lie,5 崩裂,5;
yue'xin,104 月薪,104;
ju'mu'wu'qin,5 举目无亲,5;
di'chao,32 低潮,32;
fang'ji,6 纺机,6;
qin'hai,400 侵害,400;
di'chan,215 低产,17;地产,198;
shi'yin'shi'xian,9 时隐时现,9;
zhe'jia,11 折价,11;
zuo'dong,7 做东,7;
xing'dongzhe,9 行动者,9;
xiao'yan'zi,5 小燕子,5;
zhen'jiu,71 针灸,71;
dian'ying'yuan,221 电影院,221;
xiaoyan,9 小严,9;
dian'ming,130 点名,104;点明,19;店名,7;
tie'zi,110 帖子,110;
an'de'lu'si,10 安德鲁斯,10;
you'guo'you'min,18 忧国忧民,18;
ling'qing,21 领情,21;
jiu'ri,14 旧日,8;九日,6;
ji'chu'li'lun,48 基础理论,48;
kuang'feng,49 狂风,49;
gan'shi'mao,8 赶时髦,8;
zhen'jia,67 真假,67;
feng'zi'kai,13 丰子恺,13;
po'tu'dong'gong,30 破土动工,30;
liang'liang'qiang'qiang,6 踉踉跄跄,6;
chu'zu'qi'che,55 出租汽车,55;
xing'kui,38 幸亏,38;
wen'shui,18 温水,18;
wen'shuo,9 文说,9;
chenjing,5 沉井,5;
ren'ren'zi'wei,15 人人自危,15;
shou'cangzhe,48 收藏者,48;
wen'shun,9 温顺,9;
yue'xiu,11 越秀,11;
qin'han,27 秦汉,27;
tie'shi'xin'chang,7 铁石心肠,7;
xun'shi,320 巡视,320;
ji'wei,1327 继位,11;计委,9;极为,538;纪委,769;
ceng'mian,1747 层面,1747;
fang'hu,422 防护,422;
guan'zhang,292 关张,10;关长,10;馆长,272;
li'yong'lv,249 利用率,249;
wan'wu,102 万物,102;
peng'zhou,18 彭州,18;
ya'ou'da'lu'qiao,26 亚欧大陆桥,26;
xing'pian,8 行骗,8;
ao'tang,9 熬汤,9;
gu'cheng,304 古城,304;
fa'gui,3762 法规,3762;
jin'shui'qu,15 金水区,15;
zan'bu'jue'kou,75 赞不绝口,75;
dong'shi'zhang,1076 董事长,1076;
zan'song,40 赞颂,40;
sanchan,69 三产,69;
jiang'si'zhe,13 蒋思哲,13;
fa'guo,1978 法国,1978;
ma'li'po'xian,6 麻栗坡县,6;
zhang'rongwei,6 张荣卫,6;
ban'ben,240 版本,240;
wan'xi,46 惋惜,46;
fang'gu,45 仿古,45;
liao'dongwan,10 辽东湾,10;
yuanshen,6 原审,6;
la'zi'xian,9 拉孜县,9;
liu'hai'su,8 刘海粟,8;
ren'kou'shu,37 人口数,37;
gen'jing,5 根茎,5;
jiang'gao,10 讲稿,10;
shi'shangxing,9 时尚性,9;
wei'hu'shan,11 威虎山,11;
mo'fang,232 模仿,221;魔方,11;
zai'suo'nan'mian,50 在所难免,50;
sheng'chanbu,9 生产部,9;
xiao'xin'yi'yi,93 小心翼翼,93;
fang'ge,12 方格,12;
jiu'pu,8 酒铺,8;
zhai'quan'guo,19 债权国,19;
shi'bai'zhe,8 失败者,8;
shuhai,14 书海,14;
ku'xiao,13 苦笑,13;
hua'rong'xian,14 华容县,14;
ge'si'qi'zhi,95 各司其职,95;
ding'xiang,198 丁香,9;定向,189;
fang'fu,626 防腐,37;仿佛,589;
xing'li'jia,13 行李架,13;
gao'tang'xian,6 高唐县,6;
ganyuanzhi,10 甘远志,10;
ge'li'dai,32 隔离带,32;
guan'guang,273 观光,273;
da'renxiu,13 达人秀,13;
qian'che,41 牵扯,41;
yang'wei'dong,11 杨伟东,11;
zhen'dui'xing,1278 针对性,1278;
qiong'kun,30 穷困,30;
zhi'peiquan,10 支配权,10;
bao'miju,7 保密局,7;
zhui'suxing,5 追溯性,5;
fang'fa,3637 方法,3637;
zu'bo,13 祖波,13;
zong'he'xing,491 综合性,491;
wang'wen'zhang,26 王文章,26;
chu'ru'jing,119 出入境,119;
di'chen,19 低沉,19;
shenmou,9 沈某,9;
zi'zhi,1708 自知,18;资质,503;自治,1062;自制,125;
a'ken,6 阿肯,6;
laidaya,6 莱达亚,6;
yuan'lin,280 园林,280;
li'minwei,25 黎民伟,25;
jiu'ge,55 纠葛,55;
gu'shen'yi'ren,15 孤身一人,15;
yuan'liu,18 源流,18;
lei'yaer,57 雷亚尔,57;
zi'zhu,5926 自助,152;资助,1247;自主,4527;
yi'teng,8 伊藤,8;
xihuo,16 喜获,16;
zhang'guo'hua,18 张国华,18;
jian'yuan,26 减员,26;
ma'huiping,7 马惠萍,7;
kan'bao,42 看报,42;
dengxiao'lan,12 邓小岚,12;
luo'sheng'jiao,15 罗盛教,15;
yue'ye'che,41 越野车,41;
yu'qiwu,8 玉奇吾,8;
zhang'yue,17 张越,17;
geng'niu,18 耕牛,18;
zhen'jun,29 真菌,29;
ji'ye'cheng'qiu,5 集腋成裘,5;
xihua,8 西画,8;
li'ting,30 力挺,23;李婷,7;
zui'gao'jia,12 最高价,12;
jiu'er,67 九二,67;
guo'fang,2197 国防,2197;
bo'guang,42 波光,42;
wan'le,9 玩乐,9;
xianzheng'xie,15 县政协,15;
wei'shu'qu,18 卫戍区,18;
sha'dai,37 沙袋,37;
yiji,27 忆及,12;医技,15;
xian'tao,11 仙桃,11;
xian'tan,37 闲谈,15;险滩,22;
kehuo'yunshu,17 客货运输,17;
fang'da,306 放大,306;
ku'xing,34 酷刑,34;
qian'hu'wan'huan,11 千呼万唤,11;
zuo'chi'shan'kong,8 坐吃山空,8;
han'bao,67 汉堡,67;
fang'di,8 房地,8;
bing'zhong,457 兵种,45;并重,412;
ze'ren'xin,174 责任心,174;
jin'dai,462 近代,462;
jiu'du,301 就读,301;
yi'cai'fen'cheng,39 异彩纷呈,39;
lixian'fa,7 李宪法,7;
jing'hua,579 净化,335;精华,213;京华,31;
xian'jin'xing,684 先进性,684;
wan'ke,28 万科,28;
yi'wufu'wu,8 义务服务,8;
jian'cai'chang,10 建材厂,10;
xin'bu'guo,6 信不过,6;
wei'ren'shi'biao,17 为人师表,17;
jiu'di,77 就地,77;
yi'shi'zhu'xing,67 衣食住行,67;
bo'jue,5 伯爵,5;
zhang'chenggen,15 张成根,15;
jing'hui,6 竟会,6;
lalian,27 拉练,27;
zhong'ji'qiang,10 重机枪,10;
jing'hun,13 惊魂,7;精魂,6;
tie'xi,244 贴息,214;铁西,30;
yu'bei'dui,9 预备队,9;
wan'ju,240 玩具,198;婉拒,42;
dong'jian'hua,55 董建华,55;
si'chan,6 私产,6;
wan'ji,92 顽疾,92;
si'chao,241 思潮,241;
sheng'jiang,66 升降,33;生姜,33;
zhe'jiu,34 折旧,34;
fu'he'cai'liao,37 复合材料,37;
yili,5 义理,5;
you'shang,51 忧伤,43;有伤,8;
pai'mai'hui,38 拍卖会,38;
li'yanfeng,23 李艳凤,23;
zuo'dui,11 作对,11;
ai'yo,5 哎哟,5;
dang'bing,100 当兵,100;
jue'buneng,184 决不能,184;
jiang'jian'qing,14 姜建清,14;
quan'mian,12503 全面,12503;
guo'bang,18 过磅,18;
long'yan'shi,77 龙岩市,77;
fang'an,3436 方案,3436;
shui'liuliang,7 水流量,7;
bao'ming,495 报名,495;
ai'ya,13 哎呀,13;
wang'gong,45 王宫,35;王公,10;
ren'chu,37 认出,37;
ai'ye,5 艾叶,5;
zhixin,14 置信,8;智信,6;
feng'pei,29 丰沛,29;
ai'yi,17 爱意,17;
shi'kerong,8 石克荣,8;
tie'si,17 铁丝,17;
shi'bu'liang'li,6 势不两立,6;
su'shuo,142 诉说,142;
yin'xun'shou'jiu,21 因循守旧,21;
jiu'ji,360 救济,320;纠集,13;救急,27;
xiao'lin,29 小林,29;
sa'da'mu,12 萨达姆,12;
kua'nian'du,10 跨年度,10;
a'er'bei,9 阿尔贝,9;
yi'langdui,61 伊朗队,61;
shi'yanxing,27 实验性,15;试验性,12;
wangshang'cun,19 汪上村,19;
zhen'shi'xing,181 真实性,181;
duo'kui,124 夺魁,23;多亏,101;
jiu'ju,17 旧居,17;
feiguo'you,20 非国有,20;
gao'gao'xing'xing,30 高高兴兴,30;
wan'li,25 万历,25;
junda'yi,6 军大衣,6;
song'yu'shui,18 宋鱼水,18;
fang'ai,185 妨碍,185;
yidan'bai'mei,5 胰蛋白酶,5;
wan'lu,60 弯路,60;
pao'hong,19 炮轰,19;
shi'zheng'ting,13 市政厅,13;
jie'jiao'jie'zao,29 戒骄戒躁,29;
xiao'liu,28 小刘,28;
fang'wentuan,26 访问团,26;
ping'fang'gong'li,1046 平方公里,1046;
xin'wenguan,14 新闻官,14;
gai'lue,5 概略,5;
zu'zhuang,136 组装,136;
peng'gaofeng,8 彭高峰,8;
bangning,8 邦宁,8;
gai'lun,26 概论,26;
wan'pi,15 顽皮,15;
hei'long'jiang,641 黑龙江,641;
qin'guo,6 秦国,6;
wan'ou,16 玩偶,16;
shi'liao,237 食疗,7;石料,23;史料,207;
yinu,6 易怒,6;
ming'mo'qing'chu,10 明末清初,10;
shi'lian,19 失恋,19;
tan'dang,40 坦荡,40;
jiashen,5 甲申,5;
jue'xue,6 绝学,6;
you'zai'you'zai,5 优哉游哉,5;
ai'xi,24 爱惜,24;
zuo'chuan,29 左川,10;坐船,19;
lixian'ji,5 李献计,5;
jiu'hu,86 救护,86;
zu'ai,377 阻碍,377;
wu'zhong'shi,28 吴忠市,28;
xing'lai,87 醒来,87;
zao'chen,295 早晨,295;
tie'ta,44 铁塔,44;
xi'zuo,10 习作,10;
si'nan'xian,5 思南县,5;
wang'hong'jiang,6 王宏江,6;
xue'ben'wu'gui,25 血本无归,25;
ju'shu,16 拘束,16;
yong'youliang,40 拥有量,40;
tie'ti,10 铁蹄,10;
shuang'xue'wei,7 双学位,7;
hei'lin'zhen,8 黑林镇,8;
wu'yu'song,5 吴羽松,5;
bu'lu'ke'si,5 布鲁克斯,5;
baocun,87 包村,87;
gui'gui'ju'ju,7 规规矩矩,7;
shu'di'er,30 数第二,30;
cai'zhi,116 采制,5;才智,32;材质,79;
mao'jiayu,7 毛家裕,7;
ji'ji'fen'zi,82 积极分子,82;
duan'lu,27 短路,13;断路,14;
liang'si'cheng,29 梁思成,29;
zhuan'menxing,6 专门性,6;
chai'chu,393 拆除,393;
songfeng'shan,6 松峰山,6;
mu'xin'na,22 穆欣娜,22;
ma'jiang,68 马江,8;麻将,60;
chun'han'liao'qiao,11 春寒料峭,11;
jiang'chang,10 疆场,10;
tai'ci,85 台词,53;台次,32;
lu'[yu,38 陆域,38;
yi'wu'lao'dong,19 义务劳动,19;
kang'kai'chen'ci,9 慷慨陈词,9;
yi'pai'ji'he,26 一拍即合,26;
mi'man,155 弥漫,155;
li'guo'xin,5 李国新,5;
meng'guang'lu,8 孟广禄,8;
yi'si'lan,221 伊斯兰,221;
yan'hui'gang,8 烟灰缸,8;
xiu'yangting,5 修养亭,5;
ping'yuan,319 平原,319;
duan'ku,5 短裤,5;
piao'xin'yong,5 朴信永,5;
zuo'cai,20 做菜,20;
zuo'cao,14 做操,14;
dong'zhen'tang,19 董振堂,19;
gaogang,6 高钢,6;
junmin,8 俊闵,8;
ling'qian,20 零钱,20;
ling'qiao,24 灵巧,24;
chu'mu'jing'xin,59 触目惊心,59;
shi'men'xian,5 石门县,5;
po'fu'chen'zhou,10 破釜沉舟,10;
ai'si,31 哀思,31;
gui'lv'xing,116 规律性,116;
dou'qiao,47 陡峭,47;
bingchong,22 病虫,22;
tai'bi,55 台币,55;
jue'da'duo'shu,621 绝大多数,621;
dong'yu,45 冻雨,45;
nong'chang'zhu,11 农场主,11;
nan'shi,179 南市,7;难事,152;男士,20;
wu'wei'bu'zhi,66 无微不至,66;
wo'chuang,52 卧床,52;
sunzhengyu,5 孙正聿,5;
ta'men,21019 他们,18760;她们,841;它们,1418;
xu'feng'jiao,18 徐凤娇,18;
chan'liangbi,12 产量比,12;
zi'zi'sun'sun,12 子子孙孙,12;
nan'sha,102 南沙,102;
dong'yi,53 冬衣,5;动议,48;
chun'zhen,70 纯真,70;
ye'ying,11 野营,11;
tai'er,65 胎儿,65;
ba'ha'ma,9 巴哈马,9;
cun'dai'hui,11 村代会,11;
zhong'zu'zhu'yi,23 种族主义,23;
shang'haigang,10 上海港,10;
dong'ya,984 东亚,984;
duan'ni,56 端倪,56;
hei'ge'er,16 黑格尔,16;
suo'dao'zhi'chu,69 所到之处,69;
nongmu,125 农牧,125;
shouxi'hu,6 瘦西湖,6;
suo'sui,60 琐碎,60;
hei'shui'xian,9 黑水县,9;
she'jimian,78 涉及面,78;
fu'tou,28 斧头,28;
tai'da,15 泰达,15;
yuan'lao,31 元老,31;
nongmo,19 农膜,19;
diankong,16 电控,16;
dong'xi,1714 洞悉,27;东西,1687;
ding'yong,6 顶用,6;
zhi'zai'qian'li,8 志在千里,8;
xian'shou,12 先手,12;
dao'zhong,5 稻种,5;
yuan'lai,1718 原来,1718;
ti'tui,8 踢腿,8;
zhi'ren'shan'ren,13 知人善任,13;
gu'pai,33 骨牌,33;
a'man,25 阿曼,25;
bo'lan'qun'shu,5 博览群书,5;
cao'lingjuan,5 曹玲娟,5;
kan'bu'qi,29 看不起,29;
tai'du,2267 态度,2182;台独,85;
ling'hang,33 领航,33;
liao'zhai,7 聊斋,7;
chuan'juyuan,6 川剧院,6;
tai'di,13 台地,13;
zhang'jia'gang,110 张家港,110;
neng'ren,33 能人,33;
wang'jian'ping,16 汪建平,6;王建平,10;
xiang'qin,839 相亲,63;乡亲,776;
li'ji'zhu'yi,6 利己主义,6;
shi'fen'zhi'yi,7 十分之一,7;
gai'kuo,558 概括,558;
dong'wu,841 动武,20;动物,812;东吴,9;
chong'zheng'qi'gu,14 重整旗鼓,14;
la'chang,72 拉长,72;
ai'senba'he,16 艾森巴赫,16;
fang'wu,1944 防务,307;房屋,1637;
ju'an'zhi,27 聚氨酯,27;
gou'xiang,184 构想,184;
tai'cang'shi,22 太仓市,22;
xing'lin,15 杏林,6;兴林,9;
yun'niang,263 酝酿,263;
di'qi'shijiu,10 第七十九,10;
jiang'minglin,7 蒋明麟,7;
shen'lai'zhi'bi,12 神来之笔,12;
ba'guo'lian'jun,21 八国联军,21;
bai'shuijiang,6 白水江,6;
long'jiayi,7 隆佳仪,7;
xian'jue'tiao'jian,32 先决条件,32;
xu'jiu,48 许久,29;酗酒,19;
wen'han'wen'nuan,6 问寒问暖,6;
zhu'rou,283 猪肉,283;
zeng'bing,18 增兵,18;
guang'gao'ye,10 广告业,10;
ke'di'hua,16 柯棣华,16;
da'zhong'cheng'shi,216 大中城市,216;
hun'ran'tian'cheng,8 浑然天成,8;
zhang'yan,23 张研,5;张燕,13;张艳,5;
shaojie,18 烧结,18;
zhiyan,12 制盐,12;
yi'zhi'zhi,14 一只只,14;
dong'zu,81 侗族,81;
xin'jia'po,1230 新加坡,1230;
shuang'zhi'gong,9 双职工,9;
yong'hu'zhe,11 拥护者,11;
gouxiaofu,8 勾晓夫,8;
cu'bi,14 粗鄙,14;
he'shi'lao,15 和事老,15;
zhi'qing,591 知情,501;知青,90;
chang'zhi'xian,6 长治县,6;
da'zang'jing,5 大藏经,5;
tuibao,41 退保,41;
bao'wu'yuan,5 报务员,5;
jian'gong'li'ye,126 建功立业,126;
mei'kuang'yu'xia,23 每况愈下,23;
duan'ju,5 短句,5;
su'xiluo,69 苏西洛,69;
shi'zhi'ming'gui,12 实至名归,12;
yin'chengji,12 尹成基,12;
dang'dai'biaoda'hui,25 党代表大会,25;
liu'ni'wang,15 留尼汪,15;
wu'qiu,75 务求,75;
xiao'mai'bu,37 小卖部,37;
lao'cheng,132 老城,132;
yan'fen,5 盐分,5;
silibajia,12 斯里巴加,12;
fu'song'xian,13 抚松县,13;
fang'yi,99 防疫,99;
shen'hong,16 深红,16;
man'zai,93 满载,93;
yi'daodao,5 一刀刀,5;
shao'yao,26 芍药,26;
wo'er'fu,9 沃尔夫,9;
tai'an,69 泰安,69;
xiao'fang'dui,60 消防队,60;
jiu'ba,96 酒吧,84;九八,12;
shuo'dao'zuo'dao,28 说到做到,28;
xucunshan,8 许存山,8;
fang'yu,411 防御,411;
xiao'nei,80 校内,80;
kan'dao,6770 砍刀,22;看到,6748;
po'ju'gui'mo,12 颇具规模,12;
kan'dai,692 看待,692;
jiushan,10 鸠山,10;
mo'pa'gun'da,50 摸爬滚打,50;
shui'hu'lu,10 水葫芦,10;
caimiao,10 菜苗,10;
song'yuan'ming,5 宋元明,5;
fen'ting'kang'li,14 分庭抗礼,14;
reng'ran,2791 仍然,2791;
jiu'bu,5 旧部,5;
xu'huai'ruo'gu,10 虚怀若谷,10;
xian'san,40 闲散,40;
ning'hai,9 宁海,9;
fa'zhanzhe,9 发展者,9;
fang'zi,1771 房子,1755;方子,16;
jie'xi'xian,8 揭西县,8;
zhou'ji'dao'dan,17 洲际导弹,17;
shenhuadui,38 申花队,38;
jiu'ci,416 就此,416;
ai'qi,8 爱妻,8;
feng'shan'yu'lin,14 封山育林,14;
chai'cao,8 柴草,8;
fang'zu,204 房租,204;
yin'wei'min,43 尹蔚民,43;
duan'tu,43 短途,43;
ren'xing'dao,84 人行道,84;
yong'bing,18 用兵,18;
nongte,5 农特,5;
gu'pen,7 骨盆,7;
linxiao'sen,22 林小森,22;
fa'yang,963 发扬,963;
fu'geng,25 复耕,25;
ai'li,5 埃利,5;
wei'zhi'shu,38 未知数,38;
xin'guan'shang'ren'san'ba'huo,5 新官上任三把火,5;
qian'li'yan,20 千里眼,20;
huan'ben,32 还本,32;
bi'men'geng,11 闭门羹,11;
cunshi,19 存世,13;村史,6;
xun'qiu,876 寻求,876;
zong'shen,204 纵身,35;纵深,169;
cu'shu,10 粗疏,10;
nan'cheng,13 南城,13;
qieqie,7 怯怯,7;
feng'hua'xue'yue,10 风花雪月,10;
yao'gudui,10 腰鼓队,10;
luo'bang,21 落榜,21;
jian'mian'hui,38 见面会,38;
ning'guo,8 宁国,8;
qianjun,24 千钧,24;
jianren,5 减人,5;
li'xian'pai,7 立宪派,7;
dian'mian,90 店面,90;
a'er'ji'li'yadui,5 阿尔及利亚队,5;
jiamatong,6 甲玛铜,6;
cu'shi,662 促使,662;
kang'wenshu,10 康文署,10;
jiu'zhou,41 九州,41;
shenman,14 沈缦,14;
zhao'hai'li,5 赵海丽,5;
xu'ningning,5 许宁宁,5;
lin'quan'xian,8 临泉县,8;
rudui,10 入队,10;
mi'luo,11 汨罗,11;
tong'kao,41 统考,41;
du'chuan,38 渡船,38;
wan'yi,214 万亿,84;万一,96;玩意,34;
zheng'chuang,226 争创,226;
qin'wencai,5 秦文彩,5;
shi'ren'ya'hui,6 拾人牙慧,6;
chen'xiao'hong,9 陈晓红,9;
yan'fan,21 厌烦,21;
dong'po,13 东坡,13;
zhu'ran,6 助燃,6;
chi'zhou'shi,8 池州市,8;
rong'cuo,14 容错,14;
fen'bu'tu,14 分布图,14;
zhuang'guochang,8 庄国昌,8;
dushanxue,8 杜善学,8;
pan'jue,320 判决,320;
xiaoyuan,82 小院,82;
xiao'nao,6 小脑,6;
wan'ya,18 万鸦,18;
zuo'chu,7830 作出,5327;做出,2503;
cu'bu,14 粗布,14;
leng'men,61 冷门,61;
wan'zi,6 丸子,6;
mo'fan'qi,5 莫凡奇,5;
chen'ronggao,5 陈荣高,5;
ai'ma,16 挨骂,16;
dong'ou,79 东欧,79;
ci'chang,54 磁场,54;
cu'da,15 粗大,15;
lugengchang,6 路更畅,6;
tong'xinlian,6 通信连,6;
huan'bao,3169 环保,3124;环抱,45;
huan'ban,5 换班,5;
di'xin,6 底薪,6;
zhang'ming'pei,10 张明沛,10;
cu'cu,8 粗粗,8;
huan'ran'yi'xin,123 焕然一新,123;
jian'zhong,6 间种,6;
di'xia,1053 底下,105;地下,746;低下,191;地峡,11;
wo'sheng,185 我省,185;
zou'nan'chuang'bei,11 走南闯北,11;
jiang'jian'ke,12 蒋建科,12;
mo'zha'te,39 莫扎特,39;
dong'dao'guo,43 东道国,43;
ge'hongbing,6 葛红兵,6;
qixisheng,9 戚锡生,9;
wo'er'ma,73 沃尔玛,73;
ai'he,5 爱河,5;
a'lun,5 阿伦,5;
gu'pan,5 顾盼,5;
ta'labani,5 塔拉巴尼,5;
cui'ren'fen'jin,84 催人奋进,84;
zhang'yangwu,5 张扬武,5;
liangwei,315 两委,315;
hang'tian'fei'ji,184 航天飞机,184;
cheng'baozhe,8 承包者,8;
zhe'lan,5 遮拦,5;
cheng'baozhi,12 承包制,12;
tui'chen'chu'xin,75 推陈出新,75;
dong'si,41 东四,13;冻死,28;
ding'tao'xian,7 定陶县,7;
san'jiao'xing,18 三角形,18;
ai'ge,40 艾格,6;挨个,34;
dong'qu,33 东区,33;
kuo'zhangxing,29 扩张型,5;扩张性,24;
kai'zong'ming'yi,21 开宗明义,21;
hao'zhensheng,12 郝振生,12;
hou'qin'bu,17 后勤部,17;
yi'fang,114 以方,47;乙方,14;以防,53;
hong'tou'wen'jian,37 红头文件,37;
shui'li'fang,13 水立方,13;
shi'guangwu,14 石光武,14;
ping'heng'mu,8 平衡木,8;
xian'shen,285 献身,239;现身,46;
gai'lei,22 该类,22;
suo'langduo'ji,8 索朗多吉,8;
jun'zhang,89 军长,89;
baodan,5 宝丹,5;
hanguang'cheng,6 韩广成,6;
dong'ri,62 冬日,62;
nongwu,10 浓雾,10;
xian'shi,8955 先是,133;闲适,15;现世,5;闲事,19;显示,3912;仙逝,6;现时,20;现实,4845;
